x,y,z
0.04403604939579964,-0.007841616868972778,-0.02940845489501953
-0.001207605004310608,0.013479998335242271,0.07407283782958984
0.0035370588302612305,-0.014788222499191761,-0.041855812072753906
-0.03390314057469368,-0.01226274948567152,-0.02243328094482422
0.008758064359426498,0.015942446887493134,0.013051033020019531
0.006314300000667572,0.010934768244624138,-0.0058917999267578125
0.006362400949001312,0.010698975063860416,-0.005794525146484375
-0.03582672402262688,-0.005844163708388805,0.008345603942871094
-0.007202766835689545,0.015310605056583881,-0.036266326904296875
0.053765732795000076,-0.00367891788482666,-0.014595985412597656
-0.007971815764904022,-0.001232389360666275,0.07225322723388672
-0.017079349607229233,0.003566637635231018,-0.010876655578613281
0.013784486800432205,0.022331055253744125,0.0244140625
0.02296074852347374,0.024317584931850433,0.021666526794433594
0.04129388928413391,-0.0041582221165299416,0.021305084228515625
0.026604454964399338,-0.008751390501856804,-0.03054523468017578
-0.020638156682252884,-0.003955141641199589,-0.006628990173339844
-0.025045495480298996,6.923908367753029E-4,-0.07205772399902344
-0.0013103708624839783,0.012349192053079605,-0.056812286376953125
-0.010713979601860046,-0.006537686102092266,-0.016073226928710938
-0.0058637820184230804,-0.013485965318977833,0.07080078125
0.0037726201117038727,-0.03210189938545227,-0.024007797241210938
0.01792972907423973,0.017525993287563324,0.02554607391357422
0.029245194047689438,-0.013203051872551441,0.04150581359863281
0.05907005816698074,0.024487363174557686,-0.0691976547241211
0.008973576128482819,0.028858643025159836,0.04899024963378906
0.00881526991724968,-0.0020584948360919952,-0.012684822082519531
-0.03356693312525749,1.8552318215370178E-4,0.03200054168701172
-0.016554586589336395,-0.006898962892591953,0.02912616729736328
0.039994195103645325,0.019008681178092957,5.521774291992188E-4
-5.270242691040039E-4,0.014134358614683151,0.0614013671875
-0.033456847071647644,0.004527336917817593,-4.787445068359375E-4
-0.014236513525247574,0.016067493706941605,-0.028558731079101563
-0.03262871131300926,-0.024026714265346527,-0.04212760925292969
0.02416171133518219,-0.004962075501680374,-0.0063152313232421875
0.01670069247484207,-0.004861669614911079,-0.050683021545410156
0.025799870491027832,0.02809850499033928,0.011019706726074219
-0.007321920245885849,0.00427381694316864,0.04594612121582031
0.004493750631809235,0.015871485695242882,-0.06951332092285156
-0.002692677080631256,-7.859598845243454E-4,-0.012177467346191406
0.03474050760269165,-0.007776077836751938,-0.042403221130371094
0.022448208183050156,-5.268724635243416E-4,0.012139320373535156
0.01030762493610382,-0.007336205802857876,2.3365020751953125E-4
-0.0015775002539157867,-1.2067612260580063E-4,0.04002189636230469
0.031235218048095703,0.018545597791671753,-0.037888526916503906
0.0050100646913051605,0.027511393651366234,-0.013850212097167969
0.04480305686593056,0.005839094519615173,-0.011279106140136719
0.018327943980693817,0.01257111132144928,0.031042098999023438
-0.01709749549627304,-0.018229931592941284,-0.01628875732421875
-0.016769591718912125,-0.0041014645248651505,-0.03474235534667969
0.02345031127333641,0.028596889227628708,-0.0224609375
-1.713186502456665E-4,0.0023376457393169403,-0.005702972412109375
-0.0141693614423275,-0.0234573632478714,0.052908897399902344
0.0026007182896137238,0.02610689587891102,0.09181785583496094
-0.01806824281811714,0.020929347723722458,-0.00568389892578125
0.0456339530646801,0.004187293350696564,0.045905113220214844
0.01424863189458847,0.029881201684474945,-0.0016727447509765625
-0.009495589882135391,0.022321578115224838,0.031126022338867188
-0.004824582487344742,0.014865292236208916,-0.058338165283203125
-0.03571317344903946,0.00992763601243496,-0.05268096923828125
-0.028316643089056015,-0.015940314158797264,0.04182624816894531
0.007575724273920059,0.010065125301480293,0.008357048034667969
-0.008363809436559677,-0.008757412433624268,-0.001148223876953125
-0.009830653667449951,-0.0389954149723053,-0.010496139526367188
0.012364279478788376,0.0013333223760128021,0.052872657775878906
0.011037804186344147,0.01050574891269207,-0.06270980834960938
0.018957998603582382,-0.01085808128118515,0.0647268295288086
-0.0031755976378917694,-0.05290912464261055,-0.05807685852050781
0.03349201753735542,-0.014740552753210068,0.0037412643432617188
-0.054538216441869736,-0.03115316852927208,-0.16017723083496094
-0.1134372353553772,-0.028540216386318207,-0.15049076080322266
0.11181658506393433,-0.028337804600596428,-0.11521720886230469
-0.019398394972085953,-0.004703620448708534,0.008411407470703125
-0.0845138430595398,-2.7137063443660736E-4,0.008260726928710938
0.07634173333644867,-0.028868040069937706,0.03854179382324219
0.08486299216747284,-0.04057543724775314,0.026185035705566406
0.08583073318004608,-0.04030485451221466,0.025739669799804688
0.9764891862869263,-0.27684861421585083,0.09786319732666016
1.129080891609192,-0.4649420976638794,0.10792350769042969
0.07664425671100616,-0.24008022248744965,-0.06242847442626953
-0.3572358191013336,-0.06563729792833328,-0.20886993408203125
-0.4780474901199341,0.08290114253759384,0.2814645767211914
-0.16128404438495636,0.21630889177322388,0.3961372375488281
-1.333892822265625,0.6430468559265137,0.5299673080444336
-0.5536102652549744,0.8348569273948669,0.2261972427368164
-0.5313366055488586,0.33240026235580444,0.29029273986816406
-0.5224106907844543,0.3413535952568054,0.2854490280151367
-0.15066903829574585,-0.30448877811431885,-0.18040752410888672
1.0109797716140747,-1.092522382736206,-0.2990531921386719
0.8783662915229797,-0.6568386554718018,-0.14647388458251953
0.09597166627645493,-0.3249157667160034,0.05977439880371094
-0.5029870867729187,-0.2781134843826294,1.7255659103393555
-0.7267788648605347,0.3294088840484619,2.1770105361938477
-0.21944206953048706,0.7272831201553345,1.975118637084961
0.528170645236969,0.5834803581237793,1.9949464797973633
0.8625109195709229,0.33432695269584656,1.4879999160766602
0.5544420480728149,0.48670530319213867,1.1033878326416016
0.26832467317581177,0.9209117889404297,0.6794872283935547
-0.42951247096061707,0.87841796875,0.2771720886230469
-0.5320812463760376,0.553568959236145,0.5681972503662109
-0.65181964635849,0.4659562408924103,0.6129531860351563
-0.5090039968490601,0.42646825313568115,1.0725641250610352
-0.18163684010505676,0.7152290344238281,0.8211631774902344
0.4995691776275635,1.0237009525299072,0.5662956237792969
0.9421101808547974,0.898414134979248,-0.17846202850341797
0.9118524193763733,0.46323078870773315,-0.3977975845336914
0.39553067088127136,0.2854691445827484,-1.0405817031860352
-0.23606105148792267,0.050644487142562866,-1.1567792892456055
-0.46486547589302063,-0.1610029935836792,-1.038823127746582
-0.7366603016853333,-0.3569411635398865,-0.8054218292236328
-1.1212712526321411,-0.5812693238258362,-0.4028186798095703
-0.7488758563995361,-0.661233127117157,-0.06008625030517578
-0.3431040644645691,-0.6806251406669617,-0.5569095611572266
-0.04762585461139679,-0.7363049983978271,-0.6908168792724609
0.32553353905677795,-0.45954251289367676,-0.8837509155273438
0.5509259700775146,-0.07039022445678711,-1.5703010559082031
0.6691315770149231,-0.0762031078338623,-2.28359317779541
0.6310250759124756,-0.48041486740112305,-3.054009437561035
0.7519664764404297,-0.9654873609542847,-3.9299917221069336
0.78370201587677,-1.2741475105285645,-4.7326555252075195
0.3528553247451782,-1.7793400287628174,-5.012889862060547
-0.14499729871749878,-1.9933137893676758,-4.757543563842773
-0.515528678894043,-1.3569496870040894,-4.7206573486328125
-0.8085251450538635,-0.8173713088035583,-4.5409698486328125
-1.0400655269622803,-0.6686063408851624,-2.571157455444336
-0.5938066244125366,-0.7254493832588196,-2.0568885803222656
0.24707520008087158,-1.0984487533569336,-1.2969436645507813
0.47171247005462646,-1.4323686361312866,-0.6911478042602539
0.1079738587141037,-1.4576410055160522,-0.29608726501464844
-0.3895193338394165,-1.0451029539108276,0.38228416442871094
-0.6341177821159363,-0.5128932595252991,0.324371337890625
-0.6983019113540649,-0.4306870698928833,0.5053033828735352
-0.6089959144592285,-0.582766056060791,0.8557033538818359
-0.22787071764469147,-0.5997013449668884,1.062119483947754
-0.504899799823761,-0.40885913372039795,7.822332382202148
1.3597711324691772,-0.4722994565963745,-8.766594886779785
4.328068256378174,7.3444294929504395,29.035709381103516
1.7361701726913452,5.1272873878479,-5.466392517089844
4.982775688171387,-1.0961940288543701,2.6226863861083984
4.469324111938477,-2.9885380268096924,-3.3960132598876953
3.5175817012786865,-1.4340335130691528,-2.2241039276123047
2.043550729751587,-0.2430722415447235,1.7348442077636719
-0.6386110782623291,-0.06952131539583206,-0.5156354904174805
-1.413201093673706,-0.9179013967514038,0.1315450668334961
-2.357358932495117,-0.8517714142799377,-0.39351463317871094
-1.8745439052581787,0.545785665512085,0.6546449661254883
-1.8823270797729492,0.49577099084854126,0.10692405700683594
-1.8940926790237427,0.41728493571281433,-0.17591190338134766
-1.9191579818725586,0.42886975407600403,0.0073528289794921875
-1.8194891214370728,0.3905010223388672,-0.1351299285888672
-1.8007782697677612,0.36394262313842773,0.07890701293945313
0.35912230610847473,0.007079255301505327,-0.059004783630371094
0.061142317950725555,0.01880105957388878,-0.08260059356689453
-0.021855205297470093,0.058920618146657944,-0.1536273956298828
0.028025101870298386,-0.007746064569801092,0.005843162536621094
0.06536853313446045,0.02556120604276657,0.10318183898925781
-0.022968005388975143,-0.041017428040504456,-0.053786277770996094
0.01065317913889885,0.04202898591756821,-0.15337848663330078
0.01776667684316635,-9.047327912412584E-4,-0.012904167175292969
